gene,less_than_0.001_AF_non_disease_sum,less_than_0.001_AF_squared_non_disease_sum,less_than_0.001_AF_disease_sum,less_than_0.001_AF_squared_disease_sum
SEC61B,0.001178732,2.30524E-07,0,0
SEC61G,0.0002403,8.04816E-09,0,0
SEC62,0.002347085,1.95697E-07,0,0
SEC63,0.006264484,7.79982E-07,0.00030103,5.35346E-08
SECISBP2,0.014595136,5.36986E-06,0.000033156,4.10536E-10
SECISBP2L,0.011214059,3.35961E-06,0,0
SECTM1,0.002935008,3.40627E-07,0,0
SEH1L,0.002971896,2.13303E-07,0,0
SEL1L,0.008126601,2.8442E-06,0,0
SEL1L2,0.01021486,2.58172E-06,0,0
SEL1L3,0.013826077,4.0417E-06,0,0
SELE,0.007716511,2.05274E-06,0,0
SELENBP1,0.007436769,7.46807E-07,0,0
SELK,0.001883738,3.94886E-07,0,0
SELM,0.002835742,5.14299E-07,0,0
SELO,0.017552398,3.98476E-06,0,0
SELP,0.01526971,4.69318E-06,0,0
SELPLG,0.010761425,3.59836E-06,0,0
SELRC1,0,0,0,0
SELT,0.0009681,3.70603E-08,0,0
SELV,0.00642976,1.91632E-06,0,0
SEMA3A,0.010379647,3.71463E-06,0.000593586,1.77836E-07
SEMA3C,0.008288569,1.00066E-06,0,0
SEMA3D,0.008252478,1.77426E-06,0,0
SEMA3E,0.007438308,1.42301E-06,0.000016478,2.71524E-10
SEMA3F,0.008805363,1.86457E-06,0,0
SEMA3G,0.016175338,4.31186E-06,0,0
SEMA4A,0.011180532,2.81835E-06,0,0
SEMA4B,0.019299563,5.64718E-06,0,0
SEMA4C,0.010497524,2.29786E-06,0,0
SEMA4D,0.020408057,7.30142E-06,0,0
SEMA4F,0.012099619,2.90496E-06,0,0
SEMA4G,0.015199181,3.99091E-06,0,0
SEMA5A,0.015067108,3.1178E-06,0,0
SEMA5B,0.019677929,5.4198E-06,0,0
SEMA6A,0.010215402,1.4906E-06,0,0
SEMA6B,0.014187445,4.00519E-06,0,0
SEMA6C,0.013981627,3.81205E-06,0,0
SEMA6D,0.009278889,1.85547E-06,0,0
SEMA7A,0.009289562,2.31735E-06,0.000503481,1.28761E-07
SEMG1,0.008569561,2.56155E-06,0,0
SEMG2,0.011578385,3.84766E-06,0,0
SENP1,0.006738097,1.87941E-06,0,0
SENP2,0.004698026,1.02151E-06,0,0
SENP3,0.00546789,1.22303E-06,0,0
SENP5,0.005786557,1.33128E-06,0,0
SENP6,0.01516976,5.0078E-06,0,0
SENP7,0.00855354,2.17627E-06,0,0
SENP8,0.001073699,7.73054E-08,0,0
15-Sep,0.001964357,2.14886E-07,0,0
SEPHS1,0.001537257,1.76433E-07,0,0
SEPHS2,0.004469258,9.40849E-07,0,0
SEPN1,0.007651307,2.22994E-06,0.000581688,6.19396E-08
SEPP1,0.006415545,1.96303E-06,0,0
SEPSECS,0.005570351,9.31993E-07,0.000008271,6.84094E-11
1-Sep,0.005377005,1.16755E-06,0,0
10-Sep,0.009165224,1.5664E-06,0,0
11-Sep,0.002271775,1.62181E-07,0,0
12-Sep,0.009282861,2.13998E-06,0.00015913,1.55758E-08
14-Sep,0.007988813,2.58182E-06,0,0
2-Sep,0.004269575,8.53807E-07,0,0
3-Sep,0.002108798,2.5736E-07,0,0
4-Sep,0.00690564,1.9209E-06,0,0
5-Sep,0.002340077,1.89105E-07,0,0
6-Sep,0.003859215,9.16011E-07,0,0
7-Sep,0.003998399,1.32803E-06,0,0
8-Sep,0.005735036,1.03453E-06,0,0
9-Sep,0.015476671,3.82103E-06,0,0
SEPW1,0.003772474,9.38835E-07,0,0
SERAC1,0.01011038,3.54469E-06,0.000111359,3.55624E-09
SERBP1,0.002712671,5.29101E-07,0,0
SERF2,0.006605137,1.45014E-06,0,0
SERGEF,0.008521672,3.20747E-06,0,0
SERHL2,0.008820411,2.56026E-06,0,0
SERINC1,0.005221943,1.06243E-06,0,0
SERINC2,0.014359434,3.97711E-06,0,0
SERINC3,0.006514888,1.61184E-06,0,0
SERINC4,0.012008681,3.86503E-06,0,0
SERINC5,0.004909523,1.09597E-06,0,0
SERP1,0.001157732,2.49065E-07,0,0
SERP2,0.000974528,1.40822E-07,0,0
SERPINA1,0.006503471,1.74002E-06,0.004122783,1.95239E-06
SERPINA10,0.00821391,2.97086E-06,0.001898658,1.80585E-06
SERPINA11,0.004793341,9.84918E-07,0,0
SERPINA12,0.009575381,3.29163E-06,0,0
SERPINA3,0.011389717,3.34131E-06,0.001144893,8.46185E-07
SERPINA4,0.00688795,1.54258E-06,0,0
SERPINA5,0.0095212,2.66286E-06,0,0
SERPINA6,0.00481697,3.98778E-07,0.000527218,2.60967E-07
SERPINA7,0.003190651,4.88302E-07,0.000091652,2.61929E-09
SERPINA9,0.008562759,1.25556E-06,0,0
SERPINB1,0.004053187,1.10903E-06,0,0
SERPINB10,0.01058455,3.90652E-06,0,0
SERPINB11,0.011145086,4.83708E-06,0,0
SERPINB12,0.00694019,1.38245E-06,0,0
SERPINB13,0.006962549,1.39166E-06,0,0
SERPINB2,0.007076233,2.11296E-06,0,0
SERPINB3,0.008776537,2.53285E-06,0,0
SERPINB4,0.007247337,1.05421E-06,0,0
SERPINB5,0.005962807,1.52781E-06,0,0
SERPINB6,0.005441944,1.24397E-06,0.000238947,3.83631E-08
SERPINB7,0.005851098,1.23873E-06,0.000724967,3.18673E-07
SERPINB8,0.007598302,2.35046E-06,0,0
SERPINB9,0.004962582,1.00473E-06,0,0
SERPINC1,0.005481841,2.01075E-06,0.001656266,1.03329E-06
SERPIND1,0.007320536,1.89199E-06,0,0
SERPINE1,0.005691972,1.42754E-06,0,0
SERPINE2,0.002761636,2.34101E-07,0,0
SERPINE3,0.006390254,1.58502E-06,0,0
SERPINF1,0.01068823,3.40695E-06,0.00006599,2.5877E-09
SERPINF2,0.00744578,2.67079E-06,0,0
SERPING1,0.005350623,1.16162E-06,0.00029654,4.49169E-08
SERPINH1,0.005995171,1.06847E-06,0,0
SERPINI1,0.005343456,2.40704E-06,0,0
SERPINI2,0.004167311,6.26101E-07,0,0
SERTAD2,0.003765727,1.20501E-06,0,0
SERTAD3,0.00169975,1.95647E-07,0,0
SERTAD4,0.00624938,2.84389E-06,0,0
SERTM1,0.000247413,4.3494E-09,0,0
SESN1,0.00423945,9.51793E-07,0,0
SESN2,0.006767692,1.81787E-06,0,0
SESN3,0.003115061,8.90494E-07,0,0
SESTD1,0.00442687,1.34263E-06,0,0
SET,0.007411611,3.27593E-06,0,0
SETBP1,0.017330208,2.83623E-06,0.000016572,2.74631E-10
SETD1A,0.027277413,7.48338E-06,0,0
SETD2,0.023942062,6.56549E-06,0,0
SETD3,0.00465241,3.7021E-07,0,0
SETD4,0.005959094,1.08242E-06,0,0
SETD5,0.015195805,3.03048E-06,0,0
SETD6,0.010270081,3.0844E-06,0,0
SETD7,0.006149372,1.94862E-06,0,0
SETD8,0.003786944,6.66306E-07,0,0
SETD9,0.003908603,5.45281E-07,0,0
SETDB1,0.011106293,2.42171E-06,0,0
SETDB2,0.006141233,1.2138E-06,0,0
SETMAR,0.010856289,2.1089E-06,0,0
SETX,0.03328417,9.76108E-06,0.000534237,2.56406E-08
SEZ6,0.019502569,6.29177E-06,0,0
SEZ6L,0.01461301,5.00674E-06,0,0
SEZ6L2,0.014157776,3.79897E-06,0,0
SF1,0.007858609,1.74482E-06,0,0
SF3A1,0.007708084,2.90912E-06,0,0
SF3A2,0.01042164,3.57756E-06,0,0
SF3A3,0.001957208,3.94448E-07,0,0
SF3B1,0.004076789,1.85667E-06,0,0
SF3B14,0.000258407,3.45357E-09,0,0
SF3B2,0.006409745,1.95591E-06,0,0
SF3B3,0.006547457,1.70247E-06,0,0
SF3B4,0.001340899,1.26188E-07,0.000568693,1.87278E-07
SF3B5,0.000991381,1.55657E-07,0,0
SFI1,0.027678245,6.682E-06,0,0
SFMBT1,0.007470765,1.76937E-06,0,0
SFMBT2,0.012378166,2.52039E-06,0,0
SFN,0.002323511,2.89912E-07,0,0
SFPQ,0.007698461,2.43125E-06,0,0
SFR1,0.004544571,7.87134E-07,0,0
SFRP1,0.0039333,1.06755E-06,0,0
SFRP2,0.00265465,4.84102E-07,0,0
SFRP4,0.004437355,8.00454E-07,0,0
SFRP5,0.007654463,2.76887E-06,0,0
SFSWAP,0.010219237,2.12679E-06,0,0
SFT2D1,0.0022705,3.91958E-07,0,0
SFT2D2,0.0027903,1.06411E-06,0,0
SFTA2,0.000387484,1.13023E-08,0,0
SFTA3,0.002062403,3.8157E-07,0,0
SFTPA1,0.007667004,3.21946E-06,0,0
SFTPA2,0.004778655,8.9729E-07,0,0
SFTPB,0.006882227,2.11653E-06,0.000128638,5.322E-09
SFTPC,0.003898774,9.70635E-07,0.001087214,4.76446E-07
SFTPD,0.003616549,2.83643E-07,0,0
SFXN1,0.004768755,1.07802E-06,0,0
SFXN2,0.005447846,1.02393E-06,0,0
SFXN3,0.00428299,7.13705E-07,0,0
SFXN4,0.002611365,1.9976E-07,0.000102922,9.0331E-09
SFXN5,0.005796941,9.54167E-07,0,0
SGCA,0.009509446,2.49211E-06,0.001789678,6.02252E-07
SGCB,0.004923727,1.34036E-06,0.001715063,9.98944E-07
SGCD,0.002833097,2.07327E-07,0.001738188,1.23811E-06
SGCE,0.00572151,1.61631E-06,0.00001779,1.58464E-10
SGCG,0.004367232,8.29493E-07,0.000167875,5.15827E-09
SGCZ,0.004512942,1.03445E-06,0,0
SGIP1,0.012734753,4.04875E-06,0,0
SGK1,0.009248639,2.75635E-06,0,0
SGK2,0.005730994,8.44211E-07,0,0
SGK223,0.032730735,8.50306E-06,0,0
SGK3,0.003364432,9.85674E-07,0,0
SGK494,0.008265055,1.49049E-06,0,0
SGMS1,0.003942482,1.01929E-06,0,0
SGMS2,0.003606229,1.27261E-06,0,0
SGOL1,0.008588537,2.39821E-06,0.000181416,3.29118E-08
SGOL2,0.02269126,9.96146E-06,0,0
SGPL1,0.006164148,1.40559E-06,0,0
SGPP1,0.005485001,1.6074E-06,0,0
SGPP2,0.004520682,9.15141E-07,0,0
SGSH,0.014212715,4.04572E-06,0.001694956,2.82794E-07
SGSM1,0.013061613,1.991E-06,0,0
SGSM2,0.021164582,5.23886E-06,0,0
SGSM3,0.015562385,4.07204E-06,0,0
SGTA,0.002186024,1.19218E-07,0,0
SGTB,0.001378314,1.83871E-07,0,0
SH2B1,0.013335443,2.77779E-06,0.000650948,2.19165E-07
SH2B3,0.019000351,7.92615E-06,0,0
SH2D1A,0.000423168,2.02439E-08,0.00017103,2.5612E-08
SH2D1B,0.001392733,1.37668E-07,0,0
SH2D2A,0.005509511,9.12752E-07,0,0
SH2D3A,0.015908363,6.4018E-06,0,0
SH2D3C,0.013457906,2.58193E-06,0,0
SH2D4A,0.007823734,1.75679E-06,0,0
SH2D4B,0.010446175,3.55573E-06,0,0
SH2D5,0.011156009,2.76917E-06,0,0
SH2D6,0.005951898,1.70038E-06,0,0
SH2D7,0.007336593,2.00723E-06,0,0
SH3BGR,0.004273682,1.30113E-06,0,0
SH3BGRL,0.000678192,1.18062E-07,0,0
SH3BGRL2,0.001958164,4.85265E-07,0,0
SH3BGRL3,0.004028108,1.46452E-06,0,0
SH3BP1,0.017234701,6.47217E-06,0,0
SH3BP2,0.014935048,4.16527E-06,0.000086598,4.42886E-09
SH3BP4,0.014511711,3.68867E-06,0,0
SH3BP5,0.006082071,1.9482E-06,0,0
SH3BP5L,0.007239744,2.08884E-06,0,0
SH3D19,0.010525593,3.23852E-06,0,0
SH3GL1,0.005981477,1.26377E-06,0.000008279,6.85418E-11
SH3GL2,0.001909322,1.13318E-07,0,0
SH3GL3,0.002896098,6.52688E-07,0,0
SH3GLB1,0.002358921,5.29108E-07,0,0
SH3GLB2,0.006080677,1.62576E-06,0,0
SH3KBP1,0.008072269,1.97604E-06,0,0
SH3PXD2A,0.02065933,5.16391E-06,0,0
SH3PXD2B,0.017472018,5.078E-06,0.000020438,2.08874E-10
SH3RF1,0.010839795,3.65052E-06,0,0
SH3RF2,0.016569037,5.27651E-06,0,0
SH3TC1,0.050499068,1.73697E-05,0,0
SH3TC2,0.024480791,7.7483E-06,0.001179123,7.9038E-07
SH3YL1,0.005550497,1.23589E-06,0,0
SHANK1,0.034329892,1.05572E-05,0,0
SHARPIN,0.006849678,2.40171E-06,0,0
SHB,0.011537247,2.71669E-06,0,0
SHBG,0.005835812,7.6263E-07,0.000271815,7.38834E-08
SHC1,0.009195718,2.21317E-06,0,0
SHC2,0.01444967,2.90114E-06,0,0
SHC3,0.004869366,1.10216E-06,0,0
SHC4,0.009105677,2.2906E-06,0,0
SHCBP1,0.0081947,2.41547E-06,0,0
SHCBP1L,0.011614054,2.37353E-06,0,0
SHD,0.006214447,1.19742E-06,0,0
SHE,0.006343103,1.26408E-06,0,0
SHF,0.005210422,7.16884E-07,0,0
SHFM1,0.001073426,2.01668E-07,0,0
SHH,0.006898789,1.68925E-06,0.000445323,1.27437E-07
SHISA2,0.00886162,4.24216E-06,0,0
SHISA3,0.003446691,5.33817E-07,0,0
SHISA4,0.001887938,2.14323E-07,0,0
SHISA5,0.006945198,2.35796E-06,0,0
SHKBP1,0.014057669,4.40588E-06,0,0
SHMT1,0.006983088,1.78559E-06,0,0
SHMT2,0.005541434,1.06882E-06,0,0
SHOC2,0.002455047,3.29965E-07,0,0
SHOX,0.002888338,4.19741E-07,0.001813562,5.26438E-07
SHOX2,0.004465168,5.97524E-07,0,0
SHPK,0.024068057,4.41058E-06,0,0
SHPRH,0.014931753,3.0254E-06,0,0
SHQ1,0.008752774,1.8575E-06,0,0
SHROOM1,0.011378031,2.90347E-06,0,0
SHROOM3,0.032931317,9.01379E-06,0,0
SHROOM4,0.019783891,5.23538E-06,0.000011666,1.36096E-10
SI,0.024676463,4.95254E-06,0.00014058,7.45242E-09
SIAE,0.010485685,3.87907E-06,0.001565339,4.36597E-07
SIAH1,0.000772657,9.51261E-08,0,0
SIAH2,0.00258382,6.28523E-07,0,0
SIAH3,0.003164338,6.42753E-07,0,0
SIDT1,0.015564322,3.91738E-06,0,0
SIDT2,0.011321127,3.29563E-06,0,0
SIGIRR,0.011206145,2.83812E-06,0,0
SIGLEC1,0.034331213,8.58236E-06,0,0
SIGLEC10,0.013700044,4.84894E-06,0,0
SIGLEC11,0.020897831,5.85612E-06,0,0
SIGLEC12,0.011608905,2.7263E-06,0,0
SIGLEC14,0.006561977,1.77734E-06,0,0
SIGLEC15,0.009762921,2.63707E-06,0,0
SIGLEC5,0.010631869,2.84624E-06,0,0
SIGLEC6,0.008704846,3.30082E-06,0,0
SIGLEC7,0.009190954,2.82312E-06,0,0
SIGLEC8,0.008741086,2.30777E-06,0,0
SIGLEC9,0.009129039,3.75754E-06,0,0
SIGLECL1,0.004347092,1.40331E-06,0,0
SIGMAR1,0.001876067,2.8518E-07,0,0
SIK1,0.016978236,5.46858E-06,0,0
SIK2,0.009509905,2.64144E-06,0,0
SIK3,0.014672983,3.35122E-06,0,0
SIKE1,0.002520868,3.31942E-07,0,0
SIL1,0.00721266,2.20274E-06,0.00047061,6.50323E-08
SIM1,0.006423382,7.3153E-07,0.000692623,3.113E-07
SIM2,0.011941717,4.66013E-06,0,0
SIMC1,0.016490682,4.72253E-06,0,0
SIN3A,0.006081501,1.04899E-06,0,0
SIN3B,0.012718743,2.76784E-06,0,0
SIPA1,0.017156412,5.85373E-06,0,0
SIPA1L1,0.016028287,3.58081E-06,0,0
SIPA1L2,0.021054042,5.73885E-06,0,0
SIPA1L3,0.035817237,8.7257E-06,0,0
SIRPA,0.009248911,3.72042E-06,0,0
SIRPB1,0.020197249,6.09827E-06,0,0
SIRPB2,0.008234035,2.40312E-06,0,0
SIRPD,0.003802016,8.83328E-07,0,0
SIRPG,0.010636216,3.53034E-06,0,0
SIRT1,0.007447672,2.55143E-06,0,0
SIRT2,0.007124236,1.38485E-06,0,0
SIRT3,0.010921339,3.22301E-06,0,0
SIRT4,0.005086821,1.37676E-06,0,0
SIRT5,0.010151627,3.18817E-06,0,0
SIRT7,0.005181321,1.81863E-06,0,0
SIT1,0.005851563,2.39434E-06,0,0
SIVA1,0.003272644,4.91857E-07,0,0
SIX1,0.0017528,2.02661E-07,0.000131802,8.68588E-09
SIX2,0.002988268,5.67503E-07,0.000144143,2.07772E-08
SIX4,0.009396331,2.58102E-06,0,0
SIX6,0.003653646,1.82806E-06,0,0
SKA1,0.002302593,3.2231E-07,0,0
SKA2,0.001453914,1.13306E-07,0,0
SKA3,0.016436952,6.61714E-06,0,0
SKAP1,0.002807811,1.58124E-07,0,0
SKAP2,0.002786197,2.79781E-07,0,0
SKI,0.009733518,1.78713E-06,0,0
SKIDA1,0.015547844,4.9315E-06,0,0
SKIL,0.005625272,1.25133E-06,0,0
SKIV2L,0.016586762,4.86849E-06,0.000059571,9.39137E-10
SKIV2L2,0.006810041,9.45753E-07,0,0
SKOR1,0.017204019,4.34049E-06,0,0
SKP1,0.000529614,2.23743E-08,0,0
SKP2,0.003406126,2.84136E-07,0,0
SLA,0.006213388,1.59444E-06,0,0
SLA2,0.003570246,1.28757E-06,0,0
SLAIN1,0.010064133,4.05969E-06,0,0
SLAIN2,0.007389019,2.88239E-06,0,0
SLAMF1,0.003538763,5.07265E-07,0,0
SLAMF6,0.002377938,6.24353E-07,0,0
SLAMF7,0.004723394,1.43171E-06,0,0
SLAMF8,0.006572038,1.44141E-06,0,0
SLAMF9,0.003615116,1.28575E-06,0,0
SLBP,0.00134703,1.11593E-07,0,0
SLC10A1,0.008736896,1.27936E-06,0,0
SLC10A2,0.009574577,2.47221E-06,0.000511289,2.61416E-07
SLC10A3,0.004797497,9.28998E-07,0,0
SLC10A4,0.00511877,1.15562E-06,0,0
SLC10A5,0.007905154,2.22233E-06,0,0
SLC10A6,0.005932348,1.75098E-06,0,0
SLC10A7,0.003357836,1.40575E-06,0,0
SLC11A1,0.010776732,2.37841E-06,0,0
SLC11A2,0.005670778,1.23341E-06,0.000065907,4.34373E-09
SLC12A1,0.014208097,2.85746E-06,0.000265632,7.68193E-09
SLC12A2,0.009911709,1.97017E-06,0,0
SLC12A3,0.013581809,3.38179E-06,0.008672429,2.33369E-06
SLC12A4,0.01768641,4.49362E-06,0,0
SLC12A5,0.004954999,3.62718E-07,0,0
SLC12A6,0.008212504,1.88962E-06,0.000074346,8.86588E-10
SLC12A7,0.020459363,4.18923E-06,0,0
SLC12A8,0.01558217,4.99114E-06,0,0
SLC12A9,0.015503962,4.55224E-06,0,0
SLC13A1,0.009471243,2.52781E-06,0,0
SLC13A2,0.008996933,2.10572E-06,0,0
SLC13A3,0.007505523,9.02333E-07,0,0
SLC13A4,0.004961896,1.42904E-06,0,0
SLC13A5,0.005755006,4.49627E-07,0.000206012,4.24409E-08
SLC14A1,0.005977611,1.40605E-06,0.001721461,9.51597E-07
SLC14A2,0.016832042,4.58718E-06,0,0
SLC15A1,0.010706986,2.58459E-06,0,0
SLC15A2,0.008044652,2.06714E-06,0,0
SLC15A3,0.01625142,5.73637E-06,0,0
SLC15A4,0.008419743,2.81027E-06,0,0
SLC16A1,0.004597918,1.22043E-06,0.000172987,2.23206E-08
SLC16A10,0.004901435,1.40252E-06,0,0
SLC16A12,0.006169012,1.87939E-06,0.000008277,6.85087E-11
SLC16A13,0.006302386,1.58486E-06,0,0
SLC16A14,0.005273706,7.51587E-07,0,0
SLC16A2,0.006177764,1.74568E-06,0.000011396,1.29869E-10
SLC16A3,0.011418423,3.50832E-06,0,0
SLC16A4,0.006228859,9.27612E-07,0,0
SLC16A5,0.012522426,3.74984E-06,0,0
SLC16A6,0.005567586,1.12165E-06,0,0
SLC16A7,0.005149578,5.97401E-07,0,0
SLC16A9,0.00378434,9.2006E-07,0,0
SLC17A1,0.00699562,1.96955E-06,0,0
SLC17A2,0.003925659,3.84702E-07,0,0
SLC17A3,0.007370357,1.80987E-06,0,0
SLC17A4,0.00689259,1.37718E-06,0,0
SLC17A5,0.004583945,9.82852E-07,0.001142515,6.35057E-07
SLC17A6,0.002992862,1.98234E-07,0,0
SLC17A7,0.003599339,6.07101E-07,0,0
SLC17A8,0.005059152,4.65966E-07,0.000057656,3.32421E-09
SLC17A9,0.009805054,3.76791E-06,0.000016575,2.74731E-10
SLC18A1,0.015753628,4.76699E-06,0,0
SLC18A2,0.004584531,8.07968E-07,0,0
SLC18A3,0.00832345,2.46522E-06,0,0
SLC18B1,0.007122387,1.47339E-06,0,0
SLC19A1,0.02555075,8.08662E-06,0,0
SLC19A2,0.004927332,5.28808E-07,0.000198963,9.58056E-09
SLC19A3,0.009546735,2.93941E-06,0.000115323,8.41309E-09
SLC1A1,0.006117234,1.05223E-06,0.000008243,6.7947E-11
SLC1A2,0.006210959,2.31637E-06,0,0
SLC1A3,0.005412758,1.05246E-06,0,0
SLC1A4,0.005643831,1.21258E-06,0,0
SLC1A5,0.007990147,1.70585E-06,0,0
SLC1A6,0.00783559,2.87388E-06,0,0
SLC1A7,0.011360765,2.28188E-06,0,0
SLC20A1,0.005559919,1.66719E-06,0,0
SLC20A2,0.005028273,8.887E-07,0.000086686,1.48173E-09
SLC22A1,0.01288566,3.92549E-06,0,0
SLC22A10,0.015815714,6.5192E-06,0,0
SLC22A11,0.010780947,2.84879E-06,0,0
SLC22A12,0.007944313,1.12515E-06,0.001349324,2.29032E-07
SLC22A13,0.012108947,3.01221E-06,0,0
SLC22A14,0.011085102,3.42458E-06,0,0
SLC22A15,0.006528227,1.3424E-06,0,0
SLC22A16,0.012395005,4.24261E-06,0,0
SLC22A17,0.007321203,1.36358E-06,0,0
SLC22A18,0.01027013,2.75746E-06,0,0
SLC22A2,0.009301981,2.20641E-06,0,0
SLC22A23,0.008863371,1.89924E-06,0,0
SLC22A25,0.01294719,4.51042E-06,0,0
SLC22A3,0.006467821,7.06172E-07,0,0
SLC22A4,0.006270548,9.5246E-07,0.000116204,1.35034E-08
SLC22A5,0.008101743,2.24305E-06,0.004565607,1.90384E-06
SLC22A6,0.009528147,2.76064E-06,0,0
SLC22A7,0.010033171,3.26003E-06,0,0
SLC22A8,0.006818863,1.54097E-06,0,0
SLC22A9,0.011459897,3.17425E-06,0,0
SLC23A1,0.008384699,2.69843E-06,0,0
SLC23A2,0.003740685,9.05536E-07,0,0
SLC23A3,0.00562694,6.49852E-07,0,0
SLC24A1,0.01548686,3.78695E-06,0.000474558,8.96405E-08
SLC24A2,0.0074623,1.6832E-06,0.000840142,7.05839E-07
SLC24A3,0.009540073,3.38461E-06,0,0
SLC24A4,0.011733889,3.50218E-06,0.000008355,6.9806E-11
SLC24A5,0.005949721,8.3939E-07,0.000206909,3.12566E-08
SLC25A1,0.001812641,1.69507E-07,0.000119323,3.78633E-09
SLC25A10,0.010288243,3.46664E-06,0,0
SLC25A11,0.001779768,1.99663E-07,0,0
SLC25A12,0.004380508,1.08254E-06,0.000016475,2.71426E-10
SLC25A13,0.006541265,9.53684E-07,0.000786964,9.57389E-08
SLC25A14,0.000893111,4.50415E-08,0,0
SLC25A15,0.004593882,1.02002E-06,0.000205908,1.06506E-08
SLC25A16,0.002747877,5.19781E-07,0,0
SLC25A17,0.004330271,8.82988E-07,0,0
SLC25A18,0.005485734,9.57948E-07,0,0
SLC25A19,0.005066804,1.1698E-06,0,0
SLC25A2,0.005089943,1.35668E-06,0,0
SLC25A20,0.002973599,3.10598E-07,0.000507879,6.66751E-08
SLC25A21,0.007129909,3.69507E-06,0,0
SLC25A22,0.005693886,9.31727E-07,0.001518919,1.14321E-06
SLC25A23,0.011225994,3.58541E-06,0,0
SLC25A24,0.008269432,1.63481E-06,0,0
SLC25A25,0.006243382,1.19532E-06,0,0
SLC25A26,0.005870344,1.10318E-06,0,0
SLC25A27,0.005350403,2.03528E-06,0,0
SLC25A28,0.00226422,5.18538E-07,0,0
SLC25A29,0.009941657,2.24188E-06,0,0
SLC25A3,0.003338399,2.34333E-07,0,0
SLC25A30,0.002424689,1.44733E-07,0,0
SLC25A31,0.003829988,6.0546E-07,0,0
SLC25A32,0.003193301,2.9907E-07,0,0
SLC25A33,0.004086027,1.37761E-06,0,0
SLC25A34,0.008721455,2.94568E-06,0,0
SLC25A35,0.006052178,1.57076E-06,0,0
SLC25A36,0.002748234,7.39025E-07,0,0
SLC25A37,0.002826176,1.80167E-07,0,0
SLC25A38,0.003360398,4.99978E-07,0.000197705,2.49696E-08
SLC25A39,0.005998317,5.91197E-07,0,0
SLC25A4,0.002307721,1.194E-06,0,0
SLC25A40,0.003371228,6.04751E-07,0.000033152,1.09906E-09
SLC25A41,0.013373737,5.29499E-06,0,0
SLC25A42,0.004465965,1.41991E-06,0,0
SLC25A43,0.002519972,4.10948E-07,0,0
SLC25A44,0.002067237,2.82596E-07,0,0
SLC25A45,0.008386491,2.59588E-06,0,0
SLC25A46,0.005985732,1.93592E-06,0,0
SLC25A47,0.008172818,2.41073E-06,0,0
SLC25A48,0.01108522,4.34733E-06,0,0
SLC25A5,0.006937065,2.79679E-06,0,0
SLC25A51,0.00264594,1.02301E-06,0,0
SLC25A52,0.005905115,2.18072E-06,0,0
SLC25A53,0.004644186,2.00497E-06,0,0
SLC25A6,0.003128387,4.59708E-07,0,0
SLC26A1,0.032024636,1.06641E-05,0,0
SLC26A10,0.017373447,5.56408E-06,0,0
SLC26A11,0.015963791,3.68002E-06,0,0
SLC26A2,0.007978181,1.97066E-06,0.001484916,6.94742E-07
SLC26A3,0.008498003,2.29746E-06,0.000658853,9.33703E-08
SLC26A4,0.00905104,1.56878E-06,0.010717556,4.28891E-06
SLC26A5,0.006216942,5.80057E-07,0.000651342,4.24246E-07
SLC26A6,0.015516673,5.17302E-06,0,0
SLC26A7,0.010494729,3.13341E-06,0,0
SLC26A8,0.017053167,5.21768E-06,0.000642456,1.81947E-07
SLC26A9,0.014317668,3.50001E-06,0,0
SLC27A1,0.011343151,2.39162E-06,0,0
SLC27A2,0.006215678,5.00007E-07,0,0
SLC27A3,0.030917198,1.09508E-05,0,0
SLC27A4,0.009216713,1.55282E-06,0.000406033,7.87775E-08
SLC27A5,0.013257618,3.81637E-06,0.000024956,6.22802E-10
SLC27A6,0.00842286,1.50617E-06,0,0
SLC28A1,0.011806845,2.4373E-06,0,0
SLC28A2,0.009577189,1.95647E-06,0,0
SLC28A3,0.009929135,3.06395E-06,0,0
SLC29A1,0.005271863,1.10326E-06,0,0
SLC29A2,0.009778992,2.81181E-06,0.000131839,1.73815E-08
SLC29A3,0.010408349,3.32606E-06,0.000393855,1.7291E-08
SLC29A4,0.012582157,3.57498E-06,0,0
SLC2A1,0.005378044,9.02732E-07,0.000445645,8.98171E-08
SLC2A10,0.009066964,2.41306E-06,0.00025672,7.19496E-09
SLC2A11,0.010585346,2.81581E-06,0,0
SLC2A12,0.004939765,6.74454E-07,0,0
SLC2A13,0.006578465,1.46024E-06,0,0
SLC2A14,0.006358519,1.64499E-06,0,0
SLC2A2,0.004004794,6.77005E-07,0.000198927,9.23422E-09
SLC2A3,0.007057202,1.48863E-06,0,0
SLC2A4,0.007024287,1.80762E-06,0.0001318,1.73712E-08
SLC2A5,0.013008473,5.05643E-06,0,0
SLC2A6,0.009239626,2.49872E-06,0,0
SLC2A7,0.013729855,4.48917E-06,0,0
SLC2A8,0.016736572,7.77371E-06,0,0
SLC2A9,0.006197364,1.15361E-06,0.001145758,5.27783E-07
SLC30A1,0.002194289,1.5727E-07,0,0
SLC30A10,0.0053731,1.19138E-06,0,0
SLC30A2,0.004999194,1.34029E-06,0.000041197,1.69719E-09
SLC30A3,0.010830426,3.58828E-06,0,0
SLC30A4,0.003169816,7.43895E-07,0,0
SLC30A5,0.005881035,1.50417E-06,0,0
SLC30A6,0.006618527,1.62162E-06,0,0
SLC30A7,0.003097334,3.19934E-07,0,0
